event_title,organisation,date,location,match_nr,fighter1_name,fighter2_name,fighter1_result,fighter2_result,win_method,win_details,referee,round,time
UFC Fight Night 6 - Sanchez vs. Parisyan,Ultimate Fighting Championship (UFC),2006-08-17,"Red Rock Casino Resort and Spa, Las Vegas, Nevada, United States",7,Dean Lister,Yuki Sasaki,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC Fight Night 6 - Sanchez vs. Parisyan,Ultimate Fighting Championship (UFC),2006-08-17,"Red Rock Casino Resort and Spa, Las Vegas, Nevada, United States",6,Josh Koscheck,Jonathan Goulet,win,loss,TKO,Submission to Punches,John McCarthy,1,04:10
UFC Fight Night 6 - Sanchez vs. Parisyan,Ultimate Fighting Championship (UFC),2006-08-17,"Red Rock Casino Resort and Spa, Las Vegas, Nevada, United States",5,Martin Kampmann,Crafton Wallace,win,loss,Submission,Rear-Naked Choke,Herb Dean,1,02:59
UFC Fight Night 6 - Sanchez vs. Parisyan,Ultimate Fighting Championship (UFC),2006-08-17,"Red Rock Casino Resort and Spa, Las Vegas, Nevada, United States",4,Joe Riggs,Jason Von Flue,win,loss,Submission,Triangle Choke,Steve Mazzagatti,1,02:01
UFC Fight Night 6 - Sanchez vs. Parisyan,Ultimate Fighting Championship (UFC),2006-08-17,"Red Rock Casino Resort and Spa, Las Vegas, Nevada, United States",3,Jake O'Brien,Kristof Midoux,win,loss,TKO,Punches,John McCarthy,2,00:52
UFC Fight Night 6 - Sanchez vs. Parisyan,Ultimate Fighting Championship (UFC),2006-08-17,"Red Rock Casino Resort and Spa, Las Vegas, Nevada, United States",2,Forrest Petz,Sam Morgan,win,loss,Decision,Unanimous,Herb Dean,3,05:00
UFC Fight Night 6 - Sanchez vs. Parisyan,Ultimate Fighting Championship (UFC),2006-08-17,"Red Rock Casino Resort and Spa, Las Vegas, Nevada, United States",1,Anthony Torres,Pat Healy,win,loss,Submission,Rear-Naked Choke,Steve Mazzagatti,1,02:37
UFC 61 - Bitter Rivals,Ultimate Fighting Championship (UFC),2006-07-08,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",9,Tim Sylvia,Andrei Arlovski,win,loss,Decision,Unanimous, John McCarthy,5, 5:00
UFC 61 - Bitter Rivals,Ultimate Fighting Championship (UFC),2006-07-08,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",8,Joshua Burkman,Josh Neer,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC 61 - Bitter Rivals,Ultimate Fighting Championship (UFC),2006-07-08,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",7,Tito Ortiz,Ken Shamrock,win,loss,TKO,Elbows,Herb Dean,1,01:18
UFC 61 - Bitter Rivals,Ultimate Fighting Championship (UFC),2006-07-08,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",6,Frank Mir,Dan Christison,win,loss,Decision,Unanimous,Yves Lavigne,3,05:00
UFC 61 - Bitter Rivals,Ultimate Fighting Championship (UFC),2006-07-08,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",5,Joe Stevenson,Yves Edwards,win,loss,TKO,Doctor Stoppage,John McCarthy,2,05:00
UFC 61 - Bitter Rivals,Ultimate Fighting Championship (UFC),2006-07-08,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",4,Hermes Franca,Joe Jordan,win,loss,Submission,Triangle Choke,Yves Lavigne,3,00:47
UFC 61 - Bitter Rivals,Ultimate Fighting Championship (UFC),2006-07-08,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",3,Jeff Monson,Anthony Perosh,win,loss,TKO,Punches,Herb Dean,1,02:42
UFC 61 - Bitter Rivals,Ultimate Fighting Championship (UFC),2006-07-08,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",2,Cheick Kongo,Gilbert Aldana,win,loss,TKO,Doctor Stoppage,Yves Lavigne,1,04:13
UFC 61 - Bitter Rivals,Ultimate Fighting Championship (UFC),2006-07-08,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",1,Drew Fickett,Kurt Pellegrino,win,loss,Submission,Rear-Naked Choke,Steve Mazzagatti,3,01:20
UFC Fight Night 5 - Leben vs. Silva,Ultimate Fighting Championship (UFC),2006-06-28,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",9,Jonathan Goulet,Luke Cummo,win,loss,Decision,Majority, Herb Dean,3, 5:00
UFC Fight Night 5 - Leben vs. Silva,Ultimate Fighting Championship (UFC),2006-06-28,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",8,Anderson Silva,Chris Leben,win,loss,KO,Knee,John McCarthy,1,00:49
UFC Fight Night 5 - Leben vs. Silva,Ultimate Fighting Championship (UFC),2006-06-28,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",7,Rashad Evans,Stephan Bonnar,win,loss,Decision,Majority,Mario Yamasaki,3,05:00
UFC Fight Night 5 - Leben vs. Silva,Ultimate Fighting Championship (UFC),2006-06-28,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",6,Mark Hominick,Jorge Gurgel,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC Fight Night 5 - Leben vs. Silva,Ultimate Fighting Championship (UFC),2006-06-28,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",5,Josh Koscheck,Dave Menne,win,loss,Decision,Unanimous,John McCarthy,3,05:00
UFC Fight Night 5 - Leben vs. Silva,Ultimate Fighting Championship (UFC),2006-06-28,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",4,Jason Lambert,Branden Lee Hinkle,win,loss,TKO,Punches,Herb Dean,1,05:00
UFC Fight Night 5 - Leben vs. Silva,Ultimate Fighting Championship (UFC),2006-06-28,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",3,Jon Fitch,Thiago Alves,win,loss,TKO,Upkick and Punches,Mario Yamasaki,2,04:37
UFC Fight Night 5 - Leben vs. Silva,Ultimate Fighting Championship (UFC),2006-06-28,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",2,Rob MacDonald,Kristian Rothaermel,win,loss,Submission,Armbar,Steve Mazzagatti,1,04:01
UFC Fight Night 5 - Leben vs. Silva,Ultimate Fighting Championship (UFC),2006-06-28,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",1,Jorge Santiago,Justin Levens,win,loss,KO,Knee,Mario Yamasaki,1,02:13
UFC - The Ultimate Fighter 3 Finale,Ultimate Fighting Championship (UFC),2006-06-24,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",9,Kenny Florian,Sam Stout,win,loss,Submission,Rear-Naked Choke, John McCarthy,1, 1:46
UFC - The Ultimate Fighter 3 Finale,Ultimate Fighting Championship (UFC),2006-06-24,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",8,Michael Bisping,Josh Haynes,win,loss,TKO,Punches,John McCarthy,2,04:14
UFC - The Ultimate Fighter 3 Finale,Ultimate Fighting Championship (UFC),2006-06-24,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",7,Kendall Grove,Ed Herman,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC - The Ultimate Fighter 3 Finale,Ultimate Fighting Championship (UFC),2006-06-24,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",6,Keith Jardine,Wilson Gouveia,win,loss,Decision,Unanimous,Mario Yamasaki,3,05:00
UFC - The Ultimate Fighter 3 Finale,Ultimate Fighting Championship (UFC),2006-06-24,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",5,Rory Singer,Ross Pointon,win,loss,Submission,Triangle Choke,Yves Lavigne,1,00:44
UFC - The Ultimate Fighter 3 Finale,Ultimate Fighting Championship (UFC),2006-06-24,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",4,Kalib Starnes,Danny Abbadi,win,loss,Submission,Rear-Naked Choke,Mario Yamasaki,1,02:56
UFC - The Ultimate Fighter 3 Finale,Ultimate Fighting Championship (UFC),2006-06-24,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",3,Luigi Fioravanti,Solomon Hutcherson,win,loss,KO,Punch,Steve Mazzagatti,1,04:15
UFC - The Ultimate Fighter 3 Finale,Ultimate Fighting Championship (UFC),2006-06-24,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",2,Matt Hamill,Jesse Forbes,win,loss,TKO,Punches,Yves Lavigne,1,04:47
UFC - The Ultimate Fighter 3 Finale,Ultimate Fighting Championship (UFC),2006-06-24,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",1,Mike Nickels,Wes Combs,win,loss,Submission,Rear-Naked Choke,Mario Yamasaki,1,03:10
UFC 60 - Hughes vs. Gracie,Ultimate Fighting Championship (UFC),2006-05-27,"Staples Center, Los Angeles, California, United States",9,Matt Hughes,Royce Gracie,win,loss,TKO,Punches, John McCarthy,1, 4:39
UFC 60 - Hughes vs. Gracie,Ultimate Fighting Championship (UFC),2006-05-27,"Staples Center, Los Angeles, California, United States",8,Dean Lister,Alessio Sakara,win,loss,Submission,Triangle Choke,Herb Dean,1,02:20
UFC 60 - Hughes vs. Gracie,Ultimate Fighting Championship (UFC),2006-05-27,"Staples Center, Los Angeles, California, United States",7,Diego Sanchez,John Alessio,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC 60 - Hughes vs. Gracie,Ultimate Fighting Championship (UFC),2006-05-27,"Staples Center, Los Angeles, California, United States",6,Brandon Vera,Assuerio Silva,win,loss,Submission,Guillotine Choke,John McCarthy,1,02:39
UFC 60 - Hughes vs. Gracie,Ultimate Fighting Championship (UFC),2006-05-27,"Staples Center, Los Angeles, California, United States",5,Mike Swick,Joe Riggs,win,loss,Submission,Guillotine Choke,Mario Yamasaki,1,02:19
UFC 60 - Hughes vs. Gracie,Ultimate Fighting Championship (UFC),2006-05-27,"Staples Center, Los Angeles, California, United States",4,Jeremy Horn,Chael Sonnen,win,loss,Submission,Armbar,Herb Dean,2,01:17
UFC 60 - Hughes vs. Gracie,Ultimate Fighting Championship (UFC),2006-05-27,"Staples Center, Los Angeles, California, United States",3,Spencer Fisher,Matt Wiman,win,loss,KO,Flying Knee,John McCarthy,2,01:43
UFC 60 - Hughes vs. Gracie,Ultimate Fighting Championship (UFC),2006-05-27,"Staples Center, Los Angeles, California, United States",2,Gabriel Gonzaga,Fabiano Scherner,win,loss,TKO,Punches,Steve Mazzagatti,2,00:24
UFC 60 - Hughes vs. Gracie,Ultimate Fighting Championship (UFC),2006-05-27,"Staples Center, Los Angeles, California, United States",1,Melvin Guillard,Rick Davis,win,loss,KO,Punch,Mario Yamasaki,1,01:37
UFC 59 - Reality Check,Ultimate Fighting Championship (UFC),2006-04-15,"Honda Center, Anaheim, California, United States",9,Tim Sylvia,Andrei Arlovski,win,loss,TKO,Punches, Herb Dean,1, 2:43
UFC 59 - Reality Check,Ultimate Fighting Championship (UFC),2006-04-15,"Honda Center, Anaheim, California, United States",8,Sean Sherk,Nick Diaz,win,loss,Decision,Unanimous,Marco Lopez,3,05:00
UFC 59 - Reality Check,Ultimate Fighting Championship (UFC),2006-04-15,"Honda Center, Anaheim, California, United States",7,Tito Ortiz,Forrest Griffin,win,loss,Decision,Split,John McCarthy,3,05:00
UFC 59 - Reality Check,Ultimate Fighting Championship (UFC),2006-04-15,"Honda Center, Anaheim, California, United States",6,Evan Tanner,Justin Levens,win,loss,Submission,Triangle Choke,Herb Dean,1,03:14
UFC 59 - Reality Check,Ultimate Fighting Championship (UFC),2006-04-15,"Honda Center, Anaheim, California, United States",5,Jeff Monson,Marcio Cruz,win,loss,Decision,Split,John McCarthy,3,05:00
UFC 59 - Reality Check,Ultimate Fighting Championship (UFC),2006-04-15,"Honda Center, Anaheim, California, United States",4,Karo Parisyan,Nick Thompson,win,loss,TKO,Submission to Punches,Mario Yamasaki,1,04:44
UFC 59 - Reality Check,Ultimate Fighting Championship (UFC),2006-04-15,"Honda Center, Anaheim, California, United States",3,David Terrell,Scott Smith,win,loss,Submission,Rear-Naked Choke,Marco Lopez,1,03:08
UFC 59 - Reality Check,Ultimate Fighting Championship (UFC),2006-04-15,"Honda Center, Anaheim, California, United States",2,Jason Lambert,Terry Martin,win,loss,TKO,Punches,John McCarthy,2,02:37
UFC 59 - Reality Check,Ultimate Fighting Championship (UFC),2006-04-15,"Honda Center, Anaheim, California, United States",1,Thiago Alves,Derrick Noble,win,loss,TKO,Punches,Mario Yamasaki,1,02:54
UFC Fight Night 4 - Bonnar vs. Jardine,Ultimate Fighting Championship (UFC),2006-04-06,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",9,Stephan Bonnar,Keith Jardine,win,loss,Decision,Unanimous, John McCarthy,3, 5:00
UFC Fight Night 4 - Bonnar vs. Jardine,Ultimate Fighting Championship (UFC),2006-04-06,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",8,Rashad Evans,Sam Hoger,win,loss,Decision,Split,Mario Yamasaki,3,05:00
UFC Fight Night 4 - Bonnar vs. Jardine,Ultimate Fighting Championship (UFC),2006-04-06,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",7,Josh Neer,Joe Stevenson,win,loss,Decision,Unanimous,Herb Dean,3,05:00
UFC Fight Night 4 - Bonnar vs. Jardine,Ultimate Fighting Championship (UFC),2006-04-06,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",6,Chris Leben,Luigi Fioravanti,win,loss,Decision,Unanimous,John McCarthy,3,05:00
UFC Fight Night 4 - Bonnar vs. Jardine,Ultimate Fighting Championship (UFC),2006-04-06,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",5,Luke Cummo,Jason Von Flue,win,loss,Decision,Unanimous,Mario Yamasaki,3,05:00
UFC Fight Night 4 - Bonnar vs. Jardine,Ultimate Fighting Championship (UFC),2006-04-06,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",4,Jon Fitch,Joshua Burkman,win,loss,Submission,Rear-Naked Choke,Steve Mazzagatti,2,04:57
UFC Fight Night 4 - Bonnar vs. Jardine,Ultimate Fighting Championship (UFC),2006-04-06,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",3,Dan Christison,Brad Imes,win,loss,Submission,Armbar,John McCarthy,3,03:37
UFC Fight Night 4 - Bonnar vs. Jardine,Ultimate Fighting Championship (UFC),2006-04-06,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",2,Josh Koscheck,Ansar Chalangov,win,loss,Submission,Rear-Naked Choke,Herb Dean,1,03:29
UFC Fight Night 4 - Bonnar vs. Jardine,Ultimate Fighting Championship (UFC),2006-04-06,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",1,Chael Sonnen,Trevor Prangley,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC 58 - USA vs. Canada,Ultimate Fighting Championship (UFC),2006-03-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",8,Rich Franklin,David Loiseau,win,loss,Decision,Unanimous, John McCarthy,5, 5:00
UFC 58 - USA vs. Canada,Ultimate Fighting Championship (UFC),2006-03-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",7,Mike Swick,Steve Vigneault,win,loss,Submission,Guillotine Choke,Steve Mazzagatti,1,02:09
UFC 58 - USA vs. Canada,Ultimate Fighting Championship (UFC),2006-03-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",6,Georges St. Pierre,B.J. Penn,win,loss,Decision,Split,Herb Dean,3,05:00
UFC 58 - USA vs. Canada,Ultimate Fighting Championship (UFC),2006-03-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",5,Nate Marquardt,Joe Doerksen,win,loss,Decision,Unanimous,John McCarthy,3,05:00
UFC 58 - USA vs. Canada,Ultimate Fighting Championship (UFC),2006-03-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",4,Mark Hominick,Yves Edwards,win,loss,Submission,Triangle Armbar,Mario Yamasaki,2,01:52
UFC 58 - USA vs. Canada,Ultimate Fighting Championship (UFC),2006-03-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",3,Sam Stout,Spencer Fisher,win,loss,Decision,Split,Mario Yamasaki,3,05:00
UFC 58 - USA vs. Canada,Ultimate Fighting Championship (UFC),2006-03-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",2,Jason Lambert,Rob MacDonald,win,loss,Submission,Kimura,Herb Dean,1,01:54
UFC 58 - USA vs. Canada,Ultimate Fighting Championship (UFC),2006-03-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",1,Tom Murphy,Icho Larenas,win,loss,TKO,Punches,Yves Lavigne,3,01:59
UFC 57 - Liddell vs. Couture 3,Ultimate Fighting Championship (UFC),2006-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",9,Chuck Liddell,Randy Couture,win,loss,KO,Punch, John McCarthy,2, 1:28
UFC 57 - Liddell vs. Couture 3,Ultimate Fighting Championship (UFC),2006-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",8,Brandon Vera,Justin Eilers,win,loss,KO,Head Kick and Knee,Mario Yamasaki,1,01:25
UFC 57 - Liddell vs. Couture 3,Ultimate Fighting Championship (UFC),2006-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",7,Marcio Cruz,Frank Mir,win,loss,TKO,Punches and Elbows,Herb Dean,1,04:10
UFC 57 - Liddell vs. Couture 3,Ultimate Fighting Championship (UFC),2006-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",6,Renato Sobral,Mike Van Arsdale,win,loss,Submission,Rear-Naked Choke,John McCarthy,1,02:21
UFC 57 - Liddell vs. Couture 3,Ultimate Fighting Championship (UFC),2006-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",5,Joe Riggs,Nick Diaz,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC 57 - Liddell vs. Couture 3,Ultimate Fighting Championship (UFC),2006-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",4,Paul Buentello,Gilbert Aldana,win,loss,TKO,Punches,John McCarthy,2,02:27
UFC 57 - Liddell vs. Couture 3,Ultimate Fighting Championship (UFC),2006-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",3,Alessio Sakara,Elvis Sinosic,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC 57 - Liddell vs. Couture 3,Ultimate Fighting Championship (UFC),2006-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",2,Jeff Monson,Branden Lee Hinkle,win,loss,Submission,North-South Choke,Herb Dean,1,04:35
UFC 57 - Liddell vs. Couture 3,Ultimate Fighting Championship (UFC),2006-02-04,"Mandalay Bay Events Center, Las Vegas, Nevada, United States",1,Keith Jardine,Mike Whitehead,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC Fight Night 3 - Sylvia vs. Silva,Ultimate Fighting Championship (UFC),2006-01-16,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",8,Tim Sylvia,Assuerio Silva,win,loss,Decision,Unanimous, John McCarthy,3, 5:00
UFC Fight Night 3 - Sylvia vs. Silva,Ultimate Fighting Championship (UFC),2006-01-16,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",7,Stephan Bonnar,James Irvin,win,loss,Submission,Kimura,Herb Dean,1,04:30
UFC Fight Night 3 - Sylvia vs. Silva,Ultimate Fighting Championship (UFC),2006-01-16,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",6,Joshua Burkman,Drew Fickett,win,loss,Submission,Guillotine Choke,Mario Yamasaki,1,01:07
UFC Fight Night 3 - Sylvia vs. Silva,Ultimate Fighting Championship (UFC),2006-01-16,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",5,Chris Leben,Jorge Rivera,win,loss,TKO,Punches,John McCarthy,1,01:44
UFC Fight Night 3 - Sylvia vs. Silva,Ultimate Fighting Championship (UFC),2006-01-16,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",4,Josh Neer,Melvin Guillard,win,loss,Submission,Triangle Choke,Herb Dean,1,04:20
UFC Fight Night 3 - Sylvia vs. Silva,Ultimate Fighting Championship (UFC),2006-01-16,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",3,Duane Ludwig,Jonathan Goulet,win,loss,TKO,Punch,Mario Yamasaki,1,00:11
UFC Fight Night 3 - Sylvia vs. Silva,Ultimate Fighting Championship (UFC),2006-01-16,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",2,Spencer Fisher,Aaron Riley,win,loss,TKO,Doctor Stoppage,John McCarthy,1,05:00
UFC Fight Night 3 - Sylvia vs. Silva,Ultimate Fighting Championship (UFC),2006-01-16,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",1,Jason Von Flue,Alex Karalexis,win,loss,Submission,Shoulder Choke,Steve Mazzagatti,3,01:17
UFC 56 - Full Force,Ultimate Fighting Championship (UFC),2005-11-19,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",8,Rich Franklin,Nate Quarry,win,loss,KO,Punch, John McCarthy,1, 2:34
UFC 56 - Full Force,Ultimate Fighting Championship (UFC),2005-11-19,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",7,Gabriel Gonzaga,Kevin Jordan,win,loss,KO,Superman Punch,Herb Dean,3,04:39
UFC 56 - Full Force,Ultimate Fighting Championship (UFC),2005-11-19,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",6,Matt Hughes,Joe Riggs,win,loss,Submission,Kimura,John McCarthy,1,03:28
UFC 56 - Full Force,Ultimate Fighting Championship (UFC),2005-11-19,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",5,Georges St. Pierre,Sean Sherk,win,loss,TKO,Punches and Elbows,Herb Dean,2,02:53
UFC 56 - Full Force,Ultimate Fighting Championship (UFC),2005-11-19,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",4,Jeremy Horn,Trevor Prangley,win,loss,Decision,Unanimous,Mario Yamasaki,3,05:00
UFC 56 - Full Force,Ultimate Fighting Championship (UFC),2005-11-19,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",3,Sam Hoger,Jeff Newton,win,loss,Submission,Rear-Naked Choke,Herb Dean,2,02:05
UFC 56 - Full Force,Ultimate Fighting Championship (UFC),2005-11-19,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",2,Thiago Alves,Ansar Chalangov,win,loss,TKO,Punches,Mario Yamasaki,1,02:25
UFC 56 - Full Force,Ultimate Fighting Championship (UFC),2005-11-19,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",1,Nick Thompson,Keith Wisniewski,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
UFC - The Ultimate Fighter 2 Finale,Ultimate Fighting Championship (UFC),2005-11-05,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",7,Diego Sanchez,Nick Diaz,win,loss,Decision,Unanimous, John McCarthy,3, 5:00
UFC - The Ultimate Fighter 2 Finale,Ultimate Fighting Championship (UFC),2005-11-05,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",6,Rashad Evans,Brad Imes,win,loss,Decision,Split,Herb Dean,3,05:00
UFC - The Ultimate Fighter 2 Finale,Ultimate Fighting Championship (UFC),2005-11-05,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",5,Joe Stevenson,Luke Cummo,win,loss,Decision,Unanimous,John McCarthy,3,05:00
UFC - The Ultimate Fighter 2 Finale,Ultimate Fighting Championship (UFC),2005-11-05,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",4,Kenny Florian,Kit Cope,win,loss,Submission,Rear-Naked Choke,Herb Dean,2,00:37
UFC - The Ultimate Fighter 2 Finale,Ultimate Fighting Championship (UFC),2005-11-05,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",3,Joshua Burkman,Sam Morgan,win,loss,KO,Slam,Jon Schorle,1,00:21
UFC - The Ultimate Fighter 2 Finale,Ultimate Fighting Championship (UFC),2005-11-05,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",2,Melvin Guillard,Marcus Davis,win,loss,TKO,Doctor Stoppage,John McCarthy,2,02:55
UFC - The Ultimate Fighter 2 Finale,Ultimate Fighting Championship (UFC),2005-11-05,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",1,Keith Jardine,Kerry Schall,win,loss,TKO,Leg Kicks,Jon Schorle,2,03:28
UFC 55 - Fury,Ultimate Fighting Championship (UFC),2005-10-07,"Mohegan Sun Arena, Uncasville, Connecticut, United States",8,Andrei Arlovski,Paul Buentello,win,loss,KO,Punch, John McCarthy,1, 0:15
UFC 55 - Fury,Ultimate Fighting Championship (UFC),2005-10-07,"Mohegan Sun Arena, Uncasville, Connecticut, United States",7,Branden Lee Hinkle,Sean Gannon,win,loss,TKO,Punches,Herb Dean,1,04:14
UFC 55 - Fury,Ultimate Fighting Championship (UFC),2005-10-07,"Mohegan Sun Arena, Uncasville, Connecticut, United States",6,Forrest Griffin,Elvis Sinosic,win,loss,TKO,Punches,Mario Yamasaki,1,03:22
UFC 55 - Fury,Ultimate Fighting Championship (UFC),2005-10-07,"Mohegan Sun Arena, Uncasville, Connecticut, United States",5,Renato Sobral,Chael Sonnen,win,loss,Submission,Triangle Choke,Herb Dean,2,01:20
UFC 55 - Fury,Ultimate Fighting Championship (UFC),2005-10-07,"Mohegan Sun Arena, Uncasville, Connecticut, United States",4,Joe Riggs,Chris Lytle,win,loss,TKO,Cut,John McCarthy,2,02:00
UFC 55 - Fury,Ultimate Fighting Championship (UFC),2005-10-07,"Mohegan Sun Arena, Uncasville, Connecticut, United States",3,Jorge Rivera,Dennis Hallman,win,loss,Decision,Unanimous,Mario Yamasaki,3,05:00
UFC 55 - Fury,Ultimate Fighting Championship (UFC),2005-10-07,"Mohegan Sun Arena, Uncasville, Connecticut, United States",2,Marcio Cruz,Keigo Kunihara,win,loss,Submission,Rear-Naked Choke,John McCarthy,2,01:02
UFC 55 - Fury,Ultimate Fighting Championship (UFC),2005-10-07,"Mohegan Sun Arena, Uncasville, Connecticut, United States",1,Alessio Sakara,Ron Faircloth,NC,NC,No Contest,Sakara Kicked in Groin,Herb Dean,2,00:10
UFC Fight Night 2 - Loiseau vs. Tanner,Ultimate Fighting Championship (UFC),2005-10-03,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",7,David Loiseau,Evan Tanner,win,loss,TKO,Doctor Stoppage, John McCarthy,2, 4:15
UFC Fight Night 2 - Loiseau vs. Tanner,Ultimate Fighting Championship (UFC),2005-10-03,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",6,Chris Leben,Edwin Dewees,win,loss,Submission,Armbar,Herb Dean,1,03:26
UFC Fight Night 2 - Loiseau vs. Tanner,Ultimate Fighting Championship (UFC),2005-10-03,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",5,Brandon Vera,Fabiano Scherner,win,loss,TKO,Knees,Steve Mazzagatti,2,03:22
UFC Fight Night 2 - Loiseau vs. Tanner,Ultimate Fighting Championship (UFC),2005-10-03,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",4,Drew Fickett,Josh Koscheck,win,loss,Submission,Rear-Naked Choke,John McCarthy,3,04:28
UFC Fight Night 2 - Loiseau vs. Tanner,Ultimate Fighting Championship (UFC),2005-10-03,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",3,Spencer Fisher,Thiago Alves,win,loss,Submission,Triangle Choke,Herb Dean,2,04:43
UFC Fight Night 2 - Loiseau vs. Tanner,Ultimate Fighting Championship (UFC),2005-10-03,"Hard Rock Hotel and Casino, Las Vegas, Nevada, United States",2,Jon Fitch,Brock Larson,win,loss,Decision,Unanimous,Steve Mazzagatti,3,05:00
