fighter_name,nickname,birth_date,age,death_date,location,country,height,weight,association,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,lossess,losses_ko,losses_submission,losses_decision,losses_other,height(cm),weight(kg),win_percentage,bmi,submission_ratio,ko_ratio,decision_ratio
Kevin Chung,Oldboy,1993-01-14,28.0,,"Centreville, Virginia",United States,5.7,135,Leo Dalla Martial Arts,Bantamweight,5,1,2,2,0,2,0,1,1,0,173.73600000000002,61.23492,71.43,20.29,0.4,0.2,0.4
Dave Blattman,,1991-03-15,30.0,,Ohio,United States,0.0,130,None,Bantamweight,1,0,1,0,0,3,1,2,0,0,0.0,58.96696,25.0,inf,1.0,0.0,0.0
Urijah Faber,The California Kid,1979-05-14,42.0,,"Sacramento, California",United States,5.6,135,Team Alpha Male,Bantamweight,35,10,17,7,1,12,4,0,7,1,170.688,61.23492,74.47,21.02,0.49,0.29,0.2
Tian Cheng Zhao,,,,,,China,0.0,125,None,Flyweight,0,0,0,0,0,1,1,0,0,0,0.0,56.699,0.0,inf,,,
Diego Rivas,Pitbull,1991-11-11,29.0,,Temuco,Chile,5.9,145,Elemental Dojo,Featherweight,7,2,3,2,0,2,0,0,2,0,179.83200000000002,65.77083999999999,77.78,20.34,0.43,0.29,0.29
Igor Subora,,1980-06-03,41.0,,,Ukraine,6.3,250,Fist Gym,Heavyweight,6,4,1,1,0,3,2,1,0,0,192.024,113.398,66.67,30.75,0.17,0.67,0.17
Joe Christopher,Jitsu,,,,"Dallas, Texas",United States,6.0,170,North Texas Mma,Welterweight,11,2,9,0,0,6,1,2,3,0,182.88,77.11064,64.71,23.06,0.82,0.18,0.0
Jamie Pickett,The Nightwolf,1988-08-29,32.0,,"Greenville, North Carolina",United States,6.1,185,The Hitpit Martial Arts,Middleweight,11,8,1,2,0,6,1,2,3,0,185.928,83.91452,64.71,24.27,0.09,0.73,0.18
Kevin Natividad,Quicksand,1993-04-02,28.0,,"Tempe, Arizona",United States,5.6,135,Arizona Combat Sports,Bantamweight,9,5,1,3,0,3,3,0,0,0,170.688,61.23492,75.0,21.02,0.11,0.56,0.33
Martin Nguyen,The Situ-Asian,1989-03-05,32.0,,"Sydney, New South Wales",Australia,5.8,145,Sanford Mma,Featherweight,13,9,3,1,0,4,1,1,2,0,176.784,65.77083999999999,76.47,21.04,0.23,0.69,0.08
Adam Maciejewski,Maja,1980-07-11,41.0,,Krasnik,Poland,6.1,251,Midwest Training Center,Heavyweight,13,4,4,5,0,7,2,2,3,0,185.928,113.851592,65.0,32.93,0.31,0.31,0.38
Keith Mccabe,The Butcher,,,,,Ireland,6.0,170,Team Ryano Mma,Welterweight,3,0,3,0,0,6,3,0,3,0,182.88,77.11064,33.33,23.06,1.0,0.0,0.0
Victor Jones,,1982-08-31,38.0,,"San Jose, California",United States,0.0,145,American Kickboxing Academy,Featherweight,1,0,1,0,0,3,2,0,1,0,0.0,65.77083999999999,25.0,inf,1.0,0.0,0.0
Eric Luke,,1984-10-27,36.0,,"Port St. Lucie, Florida",United States,5.8,144,American Top Team,Featherweight,6,0,3,3,0,5,0,2,3,0,176.784,65.317248,54.55,20.9,0.5,0.0,0.5
Nazariy Danylyuk,,,,,Rivne,Ukraine,0.0,135,Skif,Bantamweight,8,2,6,0,0,2,0,0,2,0,0.0,61.23492,80.0,inf,0.75,0.25,0.0
Lucas Martins,Mineiro,1988-11-11,32.0,,"Montes Claros, Minas Gerais",Brazil,6.0,145,Capital Da Luta,Featherweight,20,12,5,3,0,5,4,0,1,0,182.88,65.77083999999999,80.0,19.67,0.25,0.6,0.15
Tommy Quinn,,,,,,Ireland,0.0,170,Sudden Impact Combat Club,Welterweight,7,2,1,3,1,6,0,2,3,1,0.0,77.11064,53.85,inf,0.14,0.29,0.43
Shavkat Rakhmonov,Nomad,1994-10-23,26.0,,Karaganda,Kazakhstan,6.1,170,Kazakhstan Top Team,Welterweight,14,7,7,0,0,0,0,0,0,0,185.928,77.11064,100.0,22.31,0.5,0.5,0.0
Scott Bessac,,,,,"Lodi, California",United States,6.4,259,None,Heavyweight,4,1,1,2,0,6,1,5,0,0,195.072,117.480328,40.0,30.87,0.25,0.25,0.5
Rudy Aguilar,,,,,,United States,0.0,223,None,Heavyweight,0,0,0,0,0,8,5,3,0,0,0.0,101.151016,0.0,inf,,,
Chunbo Yuan,The Windmill From Hell,,,,"Harbin, Heilongjiang",China,5.1,145,Longyun Mma Gym,Featherweight,7,0,3,4,0,8,3,1,4,0,155.44799999999998,65.77083999999999,46.67,27.22,0.43,0.0,0.57
Ryan Martinez,,1987-08-27,33.0,,"Greeley, Colorado",United States,5.11,264,Infinite Mma,Heavyweight,10,5,2,3,0,5,4,0,1,0,155.7528,119.748288,66.67,49.36,0.2,0.5,0.3
Sergio Rios,Pichilinga,1988-07-31,33.0,,"Campo Formoso, Bahia",Brazil,6.0,155,99 Jiu-Jitsu,Lightweight,8,1,5,2,0,3,1,0,2,0,182.88,70.30676,72.73,21.02,0.62,0.12,0.25
Nandor Guelmino,The Hun,1975-12-20,45.0,,Vienna,Austria,6.3,230,Gym 23,Heavyweight,11,3,6,2,0,6,4,2,0,0,192.024,104.32616,64.71,28.29,0.55,0.27,0.18
Dave Huckaba,Bad Man,1974-06-01,47.0,,"Sacramento, California",United States,6.2,260,Huckaba'S Next Generation,Heavyweight,23,20,2,1,0,9,5,2,2,0,188.976,117.93392,71.88,33.02,0.09,0.87,0.04
Davi Ramos,The Tasmanian Devil,1986-11-05,34.0,,"Rio De Janeiro, Rio De Janeiro",Brazil,5.8,155,Team Nogueira,Lightweight,10,1,7,2,0,4,0,0,4,0,176.784,70.30676,71.43,22.5,0.7,0.1,0.2
Anatoliy Malykhin,Spartak,1988-01-11,33.0,,Kemerovo,Russia,5.11,265,Golden Team,Heavyweight,8,5,3,0,0,0,0,0,0,0,155.7528,120.20188,100.0,49.55,0.38,0.62,0.0
Steve Mowry,,1992-07-14,29.0,,"Boca Raton, Florida",United States,6.8,238,Sanford Mma,Heavyweight,9,4,5,0,0,0,0,0,0,0,207.264,107.954896,100.0,25.13,0.56,0.44,0.0
Daichi Kitakata,,1991-03-30,30.0,,"Kawachinagano, Osaka",Japan,5.5,115,Pancrase Inagakigumi,Strawweight,20,5,4,11,0,10,2,1,7,0,167.64000000000001,52.16308,66.67,18.56,0.2,0.25,0.55
Tim Williams,The South Jersey Strangler,1986-07-03,35.0,,"Millville, New Jersey",United States,6.2,185,Team Balance,Middleweight,15,2,9,4,0,5,4,1,0,0,188.976,83.91452,75.0,23.5,0.6,0.13,0.27
Justin Governale,La Maquina,1986-03-06,35.0,,"Laguna Hills, California",United States,5.9,141,Ohana Academy,Featherweight,7,2,1,4,0,7,1,1,5,0,179.83200000000002,63.956472,50.0,19.78,0.14,0.29,0.57
Eric Kelly,The Natural,1982-04-30,39.0,,"Baguio, Benguet",Philippines,5.7,145,Team Eric Kelly,Featherweight,12,1,9,2,0,8,4,3,1,0,173.73600000000002,65.77083999999999,60.0,21.79,0.75,0.08,0.17
Nathan Jones,Mr. Bag & Tag,,,,"Brentford, Greater London",England,6.0,170,In The Bag,Welterweight,13,1,10,2,0,10,1,4,5,0,182.88,77.11064,56.52,23.06,0.77,0.08,0.15
L.C. Davis,,1980-10-28,40.0,,"Kansas City, Missouri",United States,5.8,135,American Top Team Hd,Bantamweight,23,8,7,8,0,8,0,2,6,0,176.784,61.23492,74.19,19.59,0.3,0.35,0.35
Nathan Jessimer,,,,,,Scotland,6.0,145,Scottish Hit Squad,Featherweight,1,1,0,0,0,2,1,1,0,0,182.88,65.77083999999999,33.33,19.67,0.0,1.0,0.0
Demi Deeds,,1984-08-07,37.0,,"Des Moines, Iowa",United States,5.7,155,Victory Mma,Lightweight,18,11,6,0,1,12,6,5,0,1,173.73600000000002,70.30676,60.0,23.29,0.33,0.61,0.0
Andre Pederneiras,Dede,1967-03-22,54.0,,,Brazil,5.8,160,Nova Uniao,Welterweight,1,1,0,0,0,1,1,0,0,0,176.784,72.57472,50.0,23.22,0.0,1.0,0.0
Bryan Barberena,Bam Bam,1989-05-03,32.0,,"Minneapolis, Minnesota",United States,6.0,170,Mma Lab,Welterweight,15,10,2,3,0,8,2,1,5,0,182.88,77.11064,65.22,23.06,0.13,0.67,0.2
Mitch Gagnon,,1984-10-10,36.0,,"Sudbury, Ontario",Canada,5.6,135,Troop Mma,Bantamweight,12,1,10,1,0,5,0,2,3,0,170.688,61.23492,70.59,21.02,0.83,0.08,0.08
Peter Aspenwal,,,,,"Portland, Oregon",United States,6.0,186,Impact Jiu-Jitsu,Middleweight,3,0,2,1,0,4,3,1,0,0,182.88,84.368112,42.86,25.23,0.67,0.0,0.33
Yusup Saadulaev,Maestro,1985-03-31,36.0,,"Makhachkala, Republic Of Dagestan",Russia,5.6,135,Krepost Fight Club,Bantamweight,20,2,11,7,0,5,3,0,2,0,170.688,61.23492,80.0,21.02,0.55,0.1,0.35
Rolles Gracie,,1978-07-14,43.0,,Rio De Janeiro,Brazil,6.4,249,Renzo Gracie Jiu-Jitsu,Heavyweight,8,1,7,0,0,4,4,0,0,0,195.072,112.944408,66.67,29.68,0.88,0.12,0.0
Christian Medina,The Giant Killer,,,,,United States,0.0,128,None,Bantamweight,0,0,0,0,0,2,2,0,0,0,0.0,58.059776,0.0,inf,,,
Ashley Cummins,Smashley,1987-08-02,34.0,,"St. Louis, Missouri",United States,5.3,105,Wolves Den Mma,Atomweight,7,0,2,5,0,6,1,1,4,0,161.54399999999998,47.627159999999996,53.85,18.25,0.29,0.0,0.71
Keenan Raymond,,,,,"Providence, Rhode Island",United States,0.0,145,Rivera Athletic Center,Featherweight,3,1,1,1,0,8,5,3,0,0,0.0,65.77083999999999,27.27,inf,0.33,0.33,0.33
Joe Merritt,Joey Slash,1984-03-07,37.0,,"Rancho Cucamonga, California",United States,6.0,169,Millennia Mma,Welterweight,7,7,0,0,0,2,0,1,1,0,182.88,76.657048,77.78,22.92,0.0,1.0,0.0
Victor O'Donnell,,1982-11-08,38.0,,"Cincinnati, Ohio",United States,5.1,185,Team Vision,Middleweight,11,1,9,1,0,4,1,0,3,0,155.44799999999998,83.91452,73.33,34.73,0.82,0.09,0.09
Tim Kennedy,,1979-09-01,41.0,,"Fort Bragg, North Carolina",United States,5.11,185,Jackson-Wink Mma,Middleweight,18,8,6,4,0,6,3,0,3,0,155.7528,83.91452,75.0,34.59,0.33,0.44,0.22
John Marsh,The Bull,1970-09-15,50.0,,"Torrance, California",United States,6.0,222,Team Neutral Grounds,Heavyweight,8,3,4,1,0,7,1,2,4,0,182.88,100.697424,53.33,30.11,0.5,0.38,0.12
Roger Hollett,The Hulk,1978-10-08,42.0,,"Halifax, Nova Scotia",Canada,5.1,205,Titans Mma,Light Heavyweight,13,4,7,2,0,5,1,1,3,0,155.44799999999998,92.98636,72.22,38.48,0.54,0.31,0.15
Joe Charles,The Ghetto Man,1958-07-16,63.0,,"Culver City, California",United States,6.1,260,None,Heavyweight,6,2,3,1,0,13,3,9,1,0,185.928,117.93392,31.58,34.12,0.5,0.33,0.17
Tom Blackledge,,,,,"Wigan, Greater Manchester",England,6.0,205,Wolfslair Academy,Light Heavyweight,10,5,4,0,1,8,4,3,0,1,182.88,92.98636,55.56,27.8,0.4,0.5,0.0
Timothy Johnson,,1985-03-13,36.0,,"Fargo, North Dakota",United States,6.3,260,Xtreme Couture,Heavyweight,15,8,3,4,0,7,3,1,3,0,192.024,117.93392,68.18,31.98,0.2,0.53,0.27
Pat Miletich,The Croation Sensation,1968-03-09,53.0,,"Bettendorf, Iowa",United States,5.1,169,Miletich Martial Arts,Welterweight,29,7,16,6,0,7,3,3,1,0,155.44799999999998,76.657048,80.56,31.72,0.55,0.24,0.21
Mehdi Baghdad,The Sultan,1985-04-13,36.0,,Six-Fours-Les-Plages,France,6.1,170,Black House,Welterweight,12,8,3,1,0,7,3,1,3,0,185.928,77.11064,63.16,22.31,0.25,0.67,0.08
Elias Theodorou,The Spartan,1988-05-31,33.0,,"Mississauga, Ontario",Canada,6.1,185,Kros Gym,Middleweight,18,8,1,9,0,3,0,0,3,0,185.928,83.91452,85.71,24.27,0.06,0.44,0.5
Chris Lozano,The Cleveland Assassin,1982-09-14,38.0,,"Cleveland, Ohio",United States,6.1,170,Evolve Mma,Welterweight,10,8,1,1,0,5,2,1,2,0,185.928,77.11064,66.67,22.31,0.1,0.8,0.1
Nicholas Gonzalez,Saint Nick,,,,"Albuquerque, New Mexico",United States,5.6,135,Jackson-Wink Mma,Bantamweight,4,2,2,0,0,3,0,1,2,0,170.688,61.23492,57.14,21.02,0.5,0.5,0.0
Steve Bruno,Hollywood,1981-11-03,39.0,,"Pompano Beach, Florida",United States,5.1,174,American Top Team,Middleweight,15,6,7,2,0,6,2,0,4,0,155.44799999999998,78.925008,71.43,32.66,0.47,0.4,0.13
Ben Crowder,,1986-07-22,35.0,,"Des Moines, Iowa",United States,5.11,185,Des Moines Mma Academy,Middleweight,10,5,5,0,0,11,5,6,0,0,155.7528,83.91452,47.62,34.59,0.5,0.5,0.0
Volkan Oezdemir,No Time,1989-09-19,31.0,,Fribourg,Switzerland,6.1,205,Fight Move Academy,Light Heavyweight,17,12,1,4,0,5,2,2,1,0,185.928,92.98636,77.27,26.9,0.06,0.71,0.24
Syuri Kondo,,1989-02-08,32.0,,"Ebina, Kanagawa",Japan,5.4,115,Vos Gym,Strawweight,6,1,0,5,0,3,1,0,2,0,164.592,52.16308,66.67,19.26,0.0,0.17,0.83
Tim Credeur,Crazy,1977-07-09,44.0,,"Lafayette, Louisiana",United States,6.3,185,Gladiators Academy,Middleweight,12,4,8,0,0,4,3,0,1,0,192.024,83.91452,75.0,22.76,0.67,0.33,0.0
Marcos Vinicius Borges,Vina,1979-12-05,41.0,,"Curitiba, Parana",Brazil,5.9,145,Team Bronx,Featherweight,24,9,15,0,0,11,7,1,3,0,179.83200000000002,65.77083999999999,68.57,20.34,0.62,0.38,0.0
Alan Belcher,The Talent,1984-04-24,37.0,,"Biloxi, Mississippi",United States,6.2,185,Roufusport,Middleweight,18,11,5,2,0,8,2,1,5,0,188.976,83.91452,69.23,23.5,0.28,0.61,0.11
Ruan Potts,Fangzz,1978-02-23,43.0,,"Cape Town, Western Cape",South Africa,6.2,251,Mark Robinson Mma,Heavyweight,11,5,6,0,0,7,5,0,2,0,188.976,113.851592,61.11,31.88,0.55,0.45,0.0
Michal Oleksiejczuk,Lord,1995-02-22,26.0,,Barki,Poland,6.0,205,Gornik Leczna,Light Heavyweight,15,10,1,4,0,4,1,3,0,0,182.88,92.98636,78.95,27.8,0.07,0.67,0.27
Pascal Jaskiewiez,Money P,,,,Phuket,Thailand,5.1,170,Tiger Muay Thai,Welterweight,0,0,0,0,0,1,0,1,0,0,155.44799999999998,77.11064,0.0,31.91,,,
Matt Aragoni,The Tornado,1985-11-22,35.0,,"Half Moon Bay, California",United States,5.1,145,Raul Castillo Martial Arts,Featherweight,1,0,1,0,0,1,1,0,0,0,155.44799999999998,65.77083999999999,50.0,27.22,1.0,0.0,0.0
Josh Rafferty,,1981-01-06,40.0,,"Cincinnati, Ohio",United States,6.0,169,Meat Truck Inc.,Welterweight,9,4,5,0,0,8,6,2,0,0,182.88,76.657048,52.94,22.92,0.56,0.44,0.0
Ryan Spann,Superman,1991-08-24,29.0,,"Beaumont, Texas",United States,6.5,205,Fortis Mma,Light Heavyweight,19,5,11,3,0,6,3,1,2,0,198.12,92.98636,76.0,23.69,0.58,0.26,0.16
Leah Letson,Nidas,1992-08-21,28.0,,"Janesville, Wisconsin",United States,5.7,146,Pura Vida Bjj,Featherweight,5,3,0,2,0,1,0,0,1,0,173.73600000000002,66.224432,83.33,21.94,0.0,0.6,0.4
Henry Cejudo,The Messenger,1987-02-09,34.0,,"Phoenix, Arizona",United States,5.4,135,Fight Ready,Bantamweight,16,8,0,8,0,2,1,0,1,0,164.592,61.23492,88.89,22.6,0.0,0.5,0.5
Terrell Hobbs,The Hollywood Hobbit,1985-12-09,35.0,,"Petersburg, Virginia",United States,5.7,152,Mma Institute,Lightweight,9,2,5,2,0,11,3,8,0,0,173.73600000000002,68.945984,45.0,22.84,0.56,0.22,0.22
Jingliang Li,The Leech,1988-03-20,33.0,,Xinjiang,China,6.0,170,China Top Team,Welterweight,18,9,4,5,0,6,0,1,5,0,182.88,77.11064,75.0,23.06,0.22,0.5,0.28
Zechariah Lange,Earth Man,,,,"Chaffee, New York",United States,5.6,135,Bali Mma,Bantamweight,6,1,0,5,0,3,0,0,3,0,170.688,61.23492,66.67,21.02,0.0,0.17,0.83
Abdulbasir Vagabov,Dagestan Machine,1991-05-23,30.0,,St. Petersburg,Russia,6.1,242,Allstars Training Center,Heavyweight,12,7,4,1,0,2,1,0,1,0,185.928,109.76926399999999,85.71,31.75,0.33,0.58,0.08
Adam Piccolotti,The Bomb,1988-10-23,32.0,,"Half Moon Bay, California",United States,5.11,155,American Kickboxing Academy,Lightweight,12,2,6,4,0,4,0,1,3,0,155.7528,70.30676,75.0,28.98,0.5,0.17,0.33
Dennis Buzukja,The Great,1997-10-01,23.0,,"New York, New York",United States,5.11,145,Longo And Weidman Mma,Featherweight,5,2,0,3,0,2,0,0,2,0,155.7528,65.77083999999999,71.43,27.11,0.0,0.4,0.6
Ricky Musgrave,The Spazmanian Devil,1984-03-12,37.0,,"Atwood, Kansas",United States,5.9,145,Fight Factory,Featherweight,14,4,3,7,0,5,2,0,3,0,179.83200000000002,65.77083999999999,73.68,20.34,0.21,0.29,0.5
James Terry,Intensity,1981-03-16,40.0,,"San Jose, California",United States,5.1,160,Cung Le'S Universal Strength Headquarters,Welterweight,20,10,0,10,0,11,0,4,7,0,155.44799999999998,72.57472,64.52,30.03,0.0,0.5,0.5
Tim Sylvia,The Maine-Iac,1974-03-05,47.0,,"Bettendorf, Iowa",United States,6.8,265,Team Extreme,Heavyweight,31,22,2,7,0,10,3,4,3,0,207.264,120.20188,75.61,27.98,0.06,0.71,0.23
Kelly Leo,,,,,"Jackson, Mississippi",United States,5.9,170,None,Welterweight,4,2,2,0,0,4,3,0,1,0,179.83200000000002,77.11064,50.0,23.84,0.5,0.5,0.0
Mike Schatz,,,,,"Ponca City, Oklahoma",United States,5.1,156,Hardknocks Gym,Lightweight,4,2,2,0,0,4,2,2,0,0,155.44799999999998,70.760352,50.0,29.28,0.5,0.5,0.0
Yosuke Saruta,Tobizaru No.2,1987-07-08,34.0,,"Kawaguchi, Saitama",Japan,5.3,115,Wajutsu Keishukai Hearts,Strawweight,21,6,2,13,0,9,6,0,3,0,161.54399999999998,52.16308,70.0,19.99,0.1,0.29,0.62
Jahreau Shepherd,The Nightmare,1990-07-11,,2020-07-11,"London, Greater London",England,5.11,171,London Fight Factory,Welterweight,7,6,0,1,0,2,1,1,0,0,155.7528,77.564232,77.78,31.97,0.0,0.86,0.14
Nate Diaz,,1985-04-16,36.0,,"Stockton, California",United States,6.0,170,Cesar Gracie Fight Team,Welterweight,20,5,11,4,0,13,2,1,10,0,182.88,77.11064,60.61,23.06,0.55,0.25,0.2
Bruno Santos,Carioca,1987-07-17,34.0,,"Macae, Rio De Janeiro",Brazil,5.8,185,Mma Masters,Middleweight,18,1,1,16,0,4,2,0,2,0,176.784,83.91452,81.82,26.85,0.06,0.06,0.89
Jay Cucciniello,The Mellow Fellow,1986-07-23,35.0,,Dublin,Ireland,5.7,145,Lilius Barnatt Martial Arts,Featherweight,8,3,5,0,0,2,1,0,1,0,173.73600000000002,65.77083999999999,80.0,21.79,0.62,0.38,0.0
